user_id,device_id,event_type,timestamp,hour,room
0x7adbea843f0a528d89b11f566be1a0176e796792e361037d11cdedcb794eccde,FEC966A1B4C1,Read current lightlevel,2025-05-21 18:16:00,18,living room
0x7adbea843f0a528d89b11f566be1a0176e796792e361037d11cdedcb794eccde,FEC966A1B4C1,Read current temperature,2025-05-13 11:17:00,11,living room
0x7adbea843f0a528d89b11f566be1a0176e796792e361037d11cdedcb794eccde,B0E9FE892B71,Turn off circulator fan,2025-05-31 17:52:00,17,bedroom
0x7adbea843f0a528d89b11f566be1a0176e796792e361037d11cdedcb794eccde,02-202505201955-58136578,Turn off light,2025-05-25 07:33:00,7,living room
0x7adbea843f0a528d89b11f566be1a0176e796792e361037d11cdedcb794eccde,02-202505201955-58136578,Turn off light,2025-05-19 23:49:00,23,living room
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,FEC966A1B4C1,Read current lightlevel,2025-05-29 02:47:00,2,living room
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,B08184D72E46,Turn off purifier,2025-05-24 23:32:00,23,bedroom
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,B0E9FE892B71,Turn on circulator fan,2025-05-27 10:51:00,10,bedroom
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,B0E9FE892B71,Turn off circulator fan,2025-05-11 08:16:00,8,bedroom
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,02-202505201955-58136578,Turn on light,2025-06-01 18:33:00,18,living room
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,FEC966A1B4C1,Read current humidity,2025-05-19 11:58:00,11,living room
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,B0E9FE892B71,Turn on circulator fan,2025-05-07 11:17:00,11,bedroom
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,B0E9FE892B71,Turn on circulator fan,2025-05-19 21:48:00,21,bedroom
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,02-202505201942-51413180,Turn off AC,2025-05-10 16:51:00,16,living room
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,D48C49DC31EA,Turn on humidifier,2025-05-17 12:25:00,12,bedroom
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,02-202505201955-58136578,Turn off light,2025-05-11 11:07:00,11,living room
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,02-202505201942-51413180,Turn on AC,2025-05-08 23:40:00,23,living room
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,FEC966A1B4C1,Read current humidity,2025-05-06 14:35:00,14,living room
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,CB151A0062CD,Read lock state,2025-05-08 12:56:00,12,entrance
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,CB151A0062CD,Read lock state,2025-05-01 03:09:00,3,entrance
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,B08184D72E46,Turn on purifier,2025-05-19 17:16:00,17,bedroom
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,D48C49DC31EA,Turn off humidifier,2025-06-01 16:34:00,16,bedroom
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,02-202505201955-58136578,Turn off light,2025-05-11 16:49:00,16,living room
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,B08184D72E46,Turn on purifier,2025-05-25 21:55:00,21,bedroom
0x5b6ef2821a7712f050bd0fbe8db07f198b919f8f03eade3b4374943426e37a59,02-202505201942-51413180,Turn on AC,2025-05-28 05:35:00,5,living room
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,02-202505201942-51413180,Turn off AC,2025-05-05 15:14:00,15,living room
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,CB151A0062CD,Read lock state,2025-05-15 18:45:00,18,entrance
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,02-202505201955-58136578,Turn off light,2025-05-01 22:39:00,22,living room
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,02-202505201955-58136578,Turn on light,2025-05-30 00:38:00,0,living room
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,02-202505201955-58136578,Turn off light,2025-05-28 15:31:00,15,living room
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,B0E9FE892B71,Turn off circulator fan,2025-05-28 20:29:00,20,bedroom
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,02-202505201955-58136578,Turn off light,2025-05-10 00:59:00,0,living room
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,B08184D72E46,Turn off purifier,2025-05-23 07:32:00,7,bedroom
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,B0E9FE892B71,Turn off circulator fan,2025-05-12 20:03:00,20,bedroom
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,B08184D72E46,Turn on purifier,2025-05-20 11:43:00,11,bedroom
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,CB151A0062CD,Lock door,2025-05-01 09:03:00,9,entrance
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,B08184D72E46,Turn off purifier,2025-05-06 18:02:00,18,bedroom
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,B08184D72E46,Turn off purifier,2025-05-20 02:22:00,2,bedroom
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,CB151A0062CD,Read door state,2025-05-19 10:27:00,10,entrance
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,D48C49DC31EA,Turn off humidifier,2025-05-21 19:31:00,19,bedroom
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,02-202505201955-58136578,Turn on light,2025-05-29 06:17:00,6,living room
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,02-202505201955-58136578,Turn off light,2025-05-27 15:19:00,15,living room
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,B0E9FE892B71,Turn off circulator fan,2025-05-05 06:34:00,6,bedroom
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,02-202505201955-58136578,Turn on light,2025-05-03 19:38:00,19,living room
0x0ca10d4b7ca4d1af397b6fc78d01531da319d20d793400768de5e03e6356ee44,FEC966A1B4C1,Read current temperature,2025-05-31 08:25:00,8,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,FEC966A1B4C1,Read current lightlevel,2025-05-17 16:45:00,16,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,B08184D72E46,Turn on purifier,2025-05-08 06:06:00,6,bedroom
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,FEC966A1B4C1,Read current temperature,2025-05-18 01:13:00,1,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,FEC966A1B4C1,Read current temperature,2025-05-05 10:28:00,10,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,FEC966A1B4C1,Read current temperature,2025-05-29 20:12:00,20,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,CB151A0062CD,Read lock state,2025-05-04 22:15:00,22,entrance
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,D48C49DC31EA,Turn off humidifier,2025-05-02 22:06:00,22,bedroom
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,B08184D72E46,Turn off purifier,2025-05-22 02:50:00,2,bedroom
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,B08184D72E46,Turn off purifier,2025-05-30 17:48:00,17,bedroom
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,B08184D72E46,Turn on purifier,2025-05-17 15:51:00,15,bedroom
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,FEC966A1B4C1,Read current temperature,2025-05-17 05:59:00,5,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,02-202505201942-51413180,Turn off AC,2025-05-22 04:08:00,4,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,02-202505201955-58136578,Turn on light,2025-05-27 17:40:00,17,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,02-202505201955-58136578,Turn off light,2025-05-27 10:54:00,10,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,FEC966A1B4C1,Read current humidity,2025-05-20 03:14:00,3,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,B08184D72E46,Turn on purifier,2025-05-06 06:42:00,6,bedroom
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,CB151A0062CD,Read lock state,2025-05-18 02:17:00,2,entrance
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,CB151A0062CD,Lock door,2025-05-22 11:44:00,11,entrance
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,FEC966A1B4C1,Read current temperature,2025-05-21 03:41:00,3,living room
0xef36c7c43346f8f0cd143dc3bdc733f6d3ef4f7ea8f4e281676166f59825b9ac,CB151A0062CD,Read door state,2025-05-18 08:08:00,8,entrance
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,B0E9FE892B71,Turn on circulator fan,2025-05-02 08:41:00,8,bedroom
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,B08184D72E46,Turn off purifier,2025-05-13 04:50:00,4,bedroom
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,CB151A0062CD,Read door state,2025-05-30 02:11:00,2,entrance
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,FEC966A1B4C1,Read current temperature,2025-05-11 12:07:00,12,living room
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,02-202505201955-58136578,Turn on light,2025-05-26 19:41:00,19,living room
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,D48C49DC31EA,Turn off humidifier,2025-05-13 22:08:00,22,bedroom
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,B08184D72E46,Turn off purifier,2025-05-31 03:06:00,3,bedroom
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,B0E9FE892B71,Turn on circulator fan,2025-05-11 09:12:00,9,bedroom
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,02-202505201955-58136578,Turn on light,2025-05-25 04:20:00,4,living room
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,FEC966A1B4C1,Read current humidity,2025-05-30 10:22:00,10,living room
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,02-202505201955-58136578,Turn off light,2025-05-24 08:25:00,8,living room
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,B08184D72E46,Turn on purifier,2025-05-22 08:35:00,8,bedroom
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,B0E9FE892B71,Turn off circulator fan,2025-05-22 00:45:00,0,bedroom
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,B08184D72E46,Turn on purifier,2025-05-19 01:23:00,1,bedroom
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,02-202505201955-58136578,Turn on light,2025-05-14 08:02:00,8,living room
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,B08184D72E46,Turn off purifier,2025-05-09 15:43:00,15,bedroom
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,02-202505201942-51413180,Turn off AC,2025-05-15 12:40:00,12,living room
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,02-202505201942-51413180,Turn off AC,2025-05-29 00:51:00,0,living room
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,CB151A0062CD,Lock door,2025-05-14 05:10:00,5,entrance
0xc98f56f992871d97a55ca5f75721c1fe5db3f7fa9629e2abdbb04e821f806e37,B0E9FE892B71,Turn on circulator fan,2025-05-14 19:20:00,19,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,02-202505201955-58136578,Turn on light,2025-05-11 17:05:00,17,living room
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,CB151A0062CD,Read door state,2025-05-16 09:50:00,9,entrance
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,FEC966A1B4C1,Read current lightlevel,2025-05-11 20:09:00,20,living room
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,02-202505201942-51413180,Turn on AC,2025-05-14 21:36:00,21,living room
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,B08184D72E46,Turn on purifier,2025-05-24 20:05:00,20,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,02-202505201942-51413180,Turn off AC,2025-05-02 06:08:00,6,living room
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,FEC966A1B4C1,Read current lightlevel,2025-05-09 00:05:00,0,living room
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,B0E9FE892B71,Turn off circulator fan,2025-05-26 14:22:00,14,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,D48C49DC31EA,Turn on humidifier,2025-05-15 07:40:00,7,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,FEC966A1B4C1,Read current temperature,2025-05-03 03:39:00,3,living room
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,B08184D72E46,Turn on purifier,2025-05-28 10:33:00,10,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,B08184D72E46,Turn off purifier,2025-05-21 10:38:00,10,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,D48C49DC31EA,Turn on humidifier,2025-05-01 13:05:00,13,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,D48C49DC31EA,Turn off humidifier,2025-05-30 12:17:00,12,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,B0E9FE892B71,Turn on circulator fan,2025-05-02 19:44:00,19,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,D48C49DC31EA,Turn off humidifier,2025-05-31 09:53:00,9,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,B08184D72E46,Turn on purifier,2025-05-19 12:54:00,12,bedroom
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,02-202505201955-58136578,Turn on light,2025-05-03 21:35:00,21,living room
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,CB151A0062CD,Read lock state,2025-05-06 00:52:00,0,entrance
0x7dace0fd0b9162402fc81228deb44035bc389c6a8ab3b8a5365c0dbe135c81c9,02-202505201955-58136578,Turn off light,2025-05-02 00:31:00,0,living room
0xfeb6c5a92d3345baff54462956d8f0aec40426dd64d636cce73e3203c96e8d2d,B08184D72E46,Turn on purifier,2025-05-01 10:11:00,10,bedroom
0xfeb6c5a92d3345baff54462956d8f0aec40426dd64d636cce73e3203c96e8d2d,B0E9FE892B71,Turn off circulator fan,2025-05-03 17:14:00,17,bedroom
0xfeb6c5a92d3345baff54462956d8f0aec40426dd64d636cce73e3203c96e8d2d,B08184D72E46,Turn on purifier,2025-05-05 14:02:00,14,bedroom
0xfeb6c5a92d3345baff54462956d8f0aec40426dd64d636cce73e3203c96e8d2d,02-202505201942-51413180,Turn on AC,2025-05-05 15:11:00,15,living room
0xfeb6c5a92d3345baff54462956d8f0aec40426dd64d636cce73e3203c96e8d2d,FEC966A1B4C1,Read current temperature,2025-05-06 09:04:00,9,living room
0xfeb6c5a92d3345baff54462956d8f0aec40426dd64d636cce73e3203c96e8d2d,D48C49DC31EA,Turn on humidifier,2025-05-06 16:05:00,16,bedroom
0xfeb6c5a92d3345baff54462956d8f0aec40426dd64d636cce73e3203c96e8d2d,FEC966A1B4C1,Read current temperature,2025-05-08 17:03:00,17,living room
0xfeb6c5a92d3345baff54462956d8f0aec40426dd64d636cce73e3203c96e8d2d,B0E9FE892B71,Turn on circulator fan,2025-05-10 11:09:00,11,bedroom
0xfeb6c5a92d3345baff54462956d8f0aec40426dd64d636cce73e3203c96e8d2d,D48C49DC31EA,Turn on humidifier,2025-05-12 20:11:00,20,bedroom
0xfeb6c5a92d3345baff54462956d8f0aec40426dd64d636cce73e3203c96e8d2d,02-202505201955-58136578,Turn off light,2025-05-15 11:11:00,11,living room
