user_id,accessible_room
0x041dde01b77062373029df6e4dd6652c26d66ede65ad52dc0bf65894c215b0d2,room_9
0xde62fa62b260f071ede290e1cb31d0c18d192276ec518de2fcde14e0ca5a5517,room_3
0xde62fa62b260f071ede290e1cb31d0c18d192276ec518de2fcde14e0ca5a5517,room_2
0xb4a820ab3ff66211639252135dc611266d93d3f363fd9e0113ecca8f07803f31,room_5
0xb4a820ab3ff66211639252135dc611266d93d3f363fd9e0113ecca8f07803f31,room_9
0x5575d1b3512d9f52d57f034d7948cb1fd179726f2f5d1ab9388c2a8f3d18ae76,room_2
0x5575d1b3512d9f52d57f034d7948cb1fd179726f2f5d1ab9388c2a8f3d18ae76,room_3
0x75995947755fa76d56886efd30cb1c5f3e8e60145161dcb2ec0d33e4410c25cf,room_9
0x75995947755fa76d56886efd30cb1c5f3e8e60145161dcb2ec0d33e4410c25cf,room_7
0x75995947755fa76d56886efd30cb1c5f3e8e60145161dcb2ec0d33e4410c25cf,room_1
0xbe74996ebc29dcb0765e255d1606aa74a45fea7c6af481dcb73505f6237d300d,room_10
0xbe74996ebc29dcb0765e255d1606aa74a45fea7c6af481dcb73505f6237d300d,room_8
0x90b6d3509ad349cc0dc93812e48e1755336625d299d4713e8cec3c602023fc45,room_8
0x90b6d3509ad349cc0dc93812e48e1755336625d299d4713e8cec3c602023fc45,room_9
0x90b6d3509ad349cc0dc93812e48e1755336625d299d4713e8cec3c602023fc45,room_10
0xef620c87c44356380e9064166a45ff25ef79994e34d544addac41e1708376212,room_2
0xef620c87c44356380e9064166a45ff25ef79994e34d544addac41e1708376212,room_1
0xef620c87c44356380e9064166a45ff25ef79994e34d544addac41e1708376212,room_8
0x88fbcd1c780ac5dd63988e11b6becc98080625035ba14647f93a834e5385fd64,room_2
0x88fbcd1c780ac5dd63988e11b6becc98080625035ba14647f93a834e5385fd64,room_5
0x2b999724ee3f5708e5f4d369595c33847aef2c729adfd02341591211f8b28c28,room_4
0x18743ed46703c1a91b3a6d668c965a7971b2d3431b23082aa270beaa21fd8bc6,room_2
0x18743ed46703c1a91b3a6d668c965a7971b2d3431b23082aa270beaa21fd8bc6,room_9
0x2263cb702f133c78ca16c02d1a10373a4a1be50c07b1b65b943b6b6e1a7fabbf,room_8
0x2263cb702f133c78ca16c02d1a10373a4a1be50c07b1b65b943b6b6e1a7fabbf,room_3
0xee5f7b1f1f73b63e7c197be699f6dbb09b7bbb11c84a31c6dde031f26a915c6f,room_6
0x316318127caa71c1fa482202c7f24a2961c2737caee0d69f973892ab78d6d3bb,room_2
0x1e8fd0b4cdf84dc389f158893000639749e9292fec659dc7f886c8a602f085d2,room_6
0x1e8fd0b4cdf84dc389f158893000639749e9292fec659dc7f886c8a602f085d2,room_1
0x573baabb5ca42a23f3a118d027eadd8dc9bed70e40708a1b1ed9410b00feed0e,room_9
0xdc7e6e6c7c117049fe79174a64e7eadbf2b648fef5cc6a1280388063894fe69e,room_3
0xdc7e6e6c7c117049fe79174a64e7eadbf2b648fef5cc6a1280388063894fe69e,room_1
0x36f51650554f18b2f85bf664659051a761d12d11785b6642afe031afde80a1d7,room_6
0x36f51650554f18b2f85bf664659051a761d12d11785b6642afe031afde80a1d7,room_4
0x36f51650554f18b2f85bf664659051a761d12d11785b6642afe031afde80a1d7,room_10
0x1545c09c7f8569938db2eb42b38a6b83c49a0b5cb3ba6870701d5febca265813,room_7
0x279ac485b57745d2e7aba7e33b2af830c94a16e1f5014cc266963a68ffb58140,room_1
0x279ac485b57745d2e7aba7e33b2af830c94a16e1f5014cc266963a68ffb58140,room_10
0x639a1e301c1c5620d03d23e2dc3bb122c34ba1ea3c85eaf109485f94e760693c,room_2
0x639a1e301c1c5620d03d23e2dc3bb122c34ba1ea3c85eaf109485f94e760693c,room_4
0x639a1e301c1c5620d03d23e2dc3bb122c34ba1ea3c85eaf109485f94e760693c,room_10
0xc403b3c645114006c4a2b5b12bb8800e9bc3cb41b1e3980aceea9dd277936230,room_10
0xd92c7d4dac2c0610ea84d051aa1d01b676e99bc6829ed817d5ac81e99f1f5b0f,room_4
0xb527198b5f787ecc913569c71bdaade906cc9f145d676832d117fd704cb16cdd,room_7
0x603a5e526b0a5be3191481959e5aa4888e043865a5efdac19a55add07fb5d1df,room_2
0xa5c22cdf6c935241e9e46cbe4e54f11a3879b2f9496dd3db64078f0d78fd4a92,room_5
0x3564a9feada90794d753f2470e0248b1b321ed6544109e8c5855e82965bcf42a,room_2
0x8129c919a21c4b1263503d38ef89a0aa4814023e24d602a0925d87b704707aca,room_9
0x8129c919a21c4b1263503d38ef89a0aa4814023e24d602a0925d87b704707aca,room_4
0x8129c919a21c4b1263503d38ef89a0aa4814023e24d602a0925d87b704707aca,room_5
0xb58829f7c345be6c421eccabf592b9c290f9bb87195241de3bb61c031b0f4ccb,room_7
0xb58829f7c345be6c421eccabf592b9c290f9bb87195241de3bb61c031b0f4ccb,room_3
0x994596a99fd9e8d4b9ba330f789f4046ebbf9eee5b10ab75c3637c6a82c3f1cc,room_6
0x9c41946e75266ccb9dc8f7482a0db29727fb0d08490d9ba5124c4032924ffd82,room_10
0x9c41946e75266ccb9dc8f7482a0db29727fb0d08490d9ba5124c4032924ffd82,room_7
0x9d8adabf782ba4dd5d736ee86df8d7b743266cf758fae40f9656ad5572fbda15,room_7
0x9d8adabf782ba4dd5d736ee86df8d7b743266cf758fae40f9656ad5572fbda15,room_6
0x9d8adabf782ba4dd5d736ee86df8d7b743266cf758fae40f9656ad5572fbda15,room_8
0xf1cd66bdabcc089fe9245195b73a86ef3f4225627d705bab4970e6eb9ecf8f84,room_10
0xf1cd66bdabcc089fe9245195b73a86ef3f4225627d705bab4970e6eb9ecf8f84,room_4
0xfb85e367792ba6fcb1615ca0486007bc9151a5d91b154b1302b712d259a359e3,room_7
0xfb85e367792ba6fcb1615ca0486007bc9151a5d91b154b1302b712d259a359e3,room_8
0xf72d9c03e51c6219472f19e8268567932855c5e773baeb923650b81c48674495,room_9
0xf6e8dd8673075464dbf584ce93232f7b62e48c3a786570191cc984280b06fa1f,room_8
0x182a7c1dda3de7bde638b53f159292bba5396f86607fb8e9735fc55c5452bf11,room_10
0xe4b41965477b0dc4c9d40ba5cbbfb6256447a5a20e5e1d8208eb873c6381218c,room_2
0x3007ed045a2554d54b7f403815442089afb3ca71144abdf9386c0100c9500f40,room_8
0xe4fe064a39c313435c4c5e851db1fad93b15ab0a52be399d8b42055e5ca087c1,room_8
0x30d363526864b02c11b3f8eae60e242fbca5f84b5c7fc69e29ff019b7a11d607,room_2
0x13247503b1eee2bba1fdafe87672e461afe0a7f028ab9e6ef961dd783ad2717b,room_5
0xcc4c58883d28aa204add5f6c8a22a055eb9619237b48242334a197fd0bc64ffe,room_9
0xcc4c58883d28aa204add5f6c8a22a055eb9619237b48242334a197fd0bc64ffe,room_10
0xcc4c58883d28aa204add5f6c8a22a055eb9619237b48242334a197fd0bc64ffe,room_7
0x0a23ba4e7d5d61608af29ac947406e7a5eebb7970ea9c6f9bd29c2376886d000,room_8
0x2f2edf57765c236011ff82ce368055e32c04277fcc08f0062b62b8648f51bed9,room_4
0x929bb10ad95c1041d9ecbbf04018088a1e41f5410d9705bb4bdfffb937a9dd35,room_6
0x929bb10ad95c1041d9ecbbf04018088a1e41f5410d9705bb4bdfffb937a9dd35,room_2
0xf21832638f8ab2956ec41476db033a5ce4ef9d01db819e9c54130a89cf8d287c,room_2
0xf21832638f8ab2956ec41476db033a5ce4ef9d01db819e9c54130a89cf8d287c,room_3
0x9ba25b960a5961fe1bccc6fd85e5c38e87f1a5363ac8fd4f7df0d04944252116,room_9
0x85f14bf2e861e418aedade2ca11de50ca320b4c3b8557ffc0927fe43e559aba8,room_2
0x85f14bf2e861e418aedade2ca11de50ca320b4c3b8557ffc0927fe43e559aba8,room_10
0x85f14bf2e861e418aedade2ca11de50ca320b4c3b8557ffc0927fe43e559aba8,room_7
0x642eeaca4c3f96778a0bf8da1f35b9dc4c2ba6d8aa11d768014c17c373d1ccad,room_2
0xc311be0a4c2173afe027b814e3387f069268e73739819418d4828ce3dacec2e2,room_2
0xdd4c6a802086accd9d3904035d3f3a9c863b1906690cdb780e818af948e82f1d,room_9
0xdd4c6a802086accd9d3904035d3f3a9c863b1906690cdb780e818af948e82f1d,room_7
0xdd4c6a802086accd9d3904035d3f3a9c863b1906690cdb780e818af948e82f1d,room_1
0xf1f5f903fb363c90ed74f8bf17c38d85136626e78304361a25d5d7baf450c4b2,room_10
0xf1f5f903fb363c90ed74f8bf17c38d85136626e78304361a25d5d7baf450c4b2,room_6
0xa4a76d600a099eccf52330f84bde566dff0578cab37fe1bf7b0a892d82f2072d,room_5
0xa4a76d600a099eccf52330f84bde566dff0578cab37fe1bf7b0a892d82f2072d,room_7
0x50ef0084a3fc9fb20a5037b971680f382e48526f676a16839fdeff72b66b95cc,room_1
0x50ef0084a3fc9fb20a5037b971680f382e48526f676a16839fdeff72b66b95cc,room_8
0x50ef0084a3fc9fb20a5037b971680f382e48526f676a16839fdeff72b66b95cc,room_2
0x4db4ceae44988f3dc1c71a18df8e3eadb188b7a87d5109a5fad5c57560984285,room_10
0xb6a47f2d2e6e16323e07e31c5ef19372c93370a24cf9115a62cdc75e42ac35d7,room_1
0x59cc830c132bdd0e9e8a49859f70496e3f2c17a319a9d6b63e91d563140643d6,room_7
0x6d0ac1b2318eeb507d578d47c97ddbf8bf6cf607b60f9eaf39f05424010aeee2,room_5
0x6d0ac1b2318eeb507d578d47c97ddbf8bf6cf607b60f9eaf39f05424010aeee2,room_9
0xdaa39f227aaaaad9c44f40184756914ad85f2071785ed26228f05e8fa2389267,room_1
0xdaa39f227aaaaad9c44f40184756914ad85f2071785ed26228f05e8fa2389267,room_6
0xb1ff0c90f81aef81e227b5e9dcf078ef4ff93ba1b08e9b004679c8d86d1812f5,room_5
0xb1ff0c90f81aef81e227b5e9dcf078ef4ff93ba1b08e9b004679c8d86d1812f5,room_1
0xe69fd60b813d7131e2e8055c5f5551d0942531bda73d4e9fddb2e7a3b70428d8,room_7
0x856e37e5dada4d4e2612721cc54c17c9cc88f49768056e21c25264c729955592,room_5
0x856e37e5dada4d4e2612721cc54c17c9cc88f49768056e21c25264c729955592,room_6
0x09756d6c63667db76b59a79e9388da456a4e985aadfecb9c3bcd3ab2719d8485,room_6
0x4d19846943ca74cd83e6cc0e71c6d47566cec1247a50824d0c45c32059e86900,room_4
0x6e7e59c97adc7b1b9031c7e22139059b55ff90f0af17d06e3bf1ba487719f04a,room_2
0x6e7e59c97adc7b1b9031c7e22139059b55ff90f0af17d06e3bf1ba487719f04a,room_7
0x6e7e59c97adc7b1b9031c7e22139059b55ff90f0af17d06e3bf1ba487719f04a,room_6
0xc597f312eac126fa0fb5b59f7c680b8df61a33c9dc81b6278bbc157e3b3c5ac1,room_10
0xc597f312eac126fa0fb5b59f7c680b8df61a33c9dc81b6278bbc157e3b3c5ac1,room_8
0x5d3496ace55b9754a6e84736ed7e2f77a75a848f7ffb71d85d476219326dba4a,room_2
0x5d3496ace55b9754a6e84736ed7e2f77a75a848f7ffb71d85d476219326dba4a,room_8
0xa5960072a8514570e8d8d06b078da56d7d6e1c13f14881dc6236eb8dccf341df,room_9
0xa5960072a8514570e8d8d06b078da56d7d6e1c13f14881dc6236eb8dccf341df,room_3
0x530204b9d442a8ea0b0486e3ea27198d6f0d336d32d6e6f7f2143dd60e08c8ae,room_8
0x4ab1594ed4134d69064fc9220821d9f4daf7ce0d6e0385eb2e70a37540eb6f1e,room_7
0x4ab1594ed4134d69064fc9220821d9f4daf7ce0d6e0385eb2e70a37540eb6f1e,room_8
0x005501a20574a6791074edbf6a33011822cf2fa5d88b63f33f2055ac2c4a39cf,room_4
0x219e4cd46e055d0bbb21b138613a27337f91ca5a53f0fd16773bf54591f3a284,room_10
0x219e4cd46e055d0bbb21b138613a27337f91ca5a53f0fd16773bf54591f3a284,room_5
0x219e4cd46e055d0bbb21b138613a27337f91ca5a53f0fd16773bf54591f3a284,room_9
0xe42cc039136c2f0428ac09c21e4b2b64d056e97c3e1cef6ba387d23216c66544,room_7
0xe42cc039136c2f0428ac09c21e4b2b64d056e97c3e1cef6ba387d23216c66544,room_2
